log_id,template,variables,original
1293,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:56.148', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:05:56.148 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1294,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:56.148', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:05:56.148 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1295,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:05:56.283', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:05:56.283 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 14"
1296,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272675853), ckpt_fil(0), ckpt_off(3102710272), cur_lsn(2740272746780), l_next_seq(35891292372), g_next_seq(35789970037), cur_free(3194746880), total_space(21474828288), used_space(92036608), free_space(21382791680), n_ep(2)","['2025-04-30 00:05:56.283', 'P0000009826', 'T0000000000000011']","2025-04-30 00:05:56.283 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272675853), ckpt_fil(0), ckpt_off(3102710272), cur_lsn(2740272746780), l_next_seq(35891292372), g_next_seq(35789970037), cur_free(3194746880), total_space(21474828288), used_space(92036608), free_space(21382791680), n_ep(2)"
1297,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:56.283', 'P0000009826', 'T0000000000000011', '1120', 'used_space[92036608],', 'f']","2025-04-30 00:05:56.283 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 1120 pages flushed, used_space[92036608], free_space[21382791680]."
1298,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:05:56.561', 'P0000009826', 'T0000000000000045115', 'e']",2025-04-30 00:05:56.561 [WARNING] database P0000009826 T0000000000000045115  socket_err_should_retry errno:38
1299,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:56.602', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340456960],', 's']","2025-04-30 00:05:56.602 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340456960], used space[134371328]"
1300,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:05:56.602 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:10"
1301,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:56.602', 'P0000009826', 'T0000000000000011', 'used_space[134371328],', 'f']","2025-04-30 00:05:56.602 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134371328], free_space[21340456960]..."
1302,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:56.759', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:05:56.759 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1303,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:56.759', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:05:56.759 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1304,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:05:56.847', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:05:56.847 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 14"
1305,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272745620), ckpt_fil(0), ckpt_off(3188241408), cur_lsn(2740272780663), l_next_seq(35891292446), g_next_seq(35789970111), cur_free(3237090304), total_space(21474828288), used_space(48848896), free_space(21425979392), n_ep(2)","['2025-04-30 00:05:56.847', 'P0000009826', 'T0000000000000011']","2025-04-30 00:05:56.847 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272745620), ckpt_fil(0), ckpt_off(3188241408), cur_lsn(2740272780663), l_next_seq(35891292446), g_next_seq(35789970111), cur_free(3237090304), total_space(21474828288), used_space(48848896), free_space(21425979392), n_ep(2)"
1306,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:56.847', 'P0000009826', 'T0000000000000011', '870', 'used_space[48848896],', 'f']","2025-04-30 00:05:56.847 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 870 pages flushed, used_space[48848896], free_space[21425979392]."
1307,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:56.847', 'P0000009826', 'T0000000000000011334', 'CKPT2_FLUSH_THREAD,', 'space[21425979392],', 's']","2025-04-30 00:05:56.847 [INFO] database P0000009826 T0000000000000011334  checkpoint requested by CKPT2_FLUSH_THREAD, rlog free space[21425979392], used space[48848896]"
1308,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:56.847', 'P0000009826', 'T0000000000000011', 'used_space[48848896],', 'f']","2025-04-30 00:05:56.847 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[48848896], free_space[21425979392]..."
1309,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:56.856', 'P0000009826', 'T0000000000000011', '675', 'used_space[49638400],', 'f']","2025-04-30 00:05:56.856 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 675 pages flushed, used_space[49638400], free_space[21425189888]."
1310,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:57.746', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340541952],', 's']","2025-04-30 00:05:57.746 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340541952], used space[134286336]"
1311,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:05:57.747 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:2"
1312,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:57.747', 'P0000009826', 'T0000000000000011', 'used_space[134286336],', 'f']","2025-04-30 00:05:57.747 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134286336], free_space[21340541952]..."
1313,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:58.084', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:05:58.084 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1314,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:58.084', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:05:58.084 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1315,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:05:58.216', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:05:58.216 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 16"
1316,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272820699), ckpt_fil(0), ckpt_off(3271113728), cur_lsn(2740272896121), l_next_seq(35891292767), g_next_seq(35789970432), cur_free(3322549248), total_space(21474828288), used_space(51435520), free_space(21423392768), n_ep(2)","['2025-04-30 00:05:58.216', 'P0000009826', 'T0000000000000011']","2025-04-30 00:05:58.216 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272820699), ckpt_fil(0), ckpt_off(3271113728), cur_lsn(2740272896121), l_next_seq(35891292767), g_next_seq(35789970432), cur_free(3322549248), total_space(21474828288), used_space(51435520), free_space(21423392768), n_ep(2)"
1317,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:58.216', 'P0000009826', 'T0000000000000011', '1351', 'used_space[51435520],', 'f']","2025-04-30 00:05:58.216 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 1351 pages flushed, used_space[51435520], free_space[21423392768]."
1318,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:05:58.671', 'P0000009826', 'T0000000000000050389', 'e']",2025-04-30 00:05:58.671 [WARNING] database P0000009826 T0000000000000050389  socket_err_should_retry errno:84
1319,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:58.852', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340487680],', 's']","2025-04-30 00:05:58.852 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340487680], used space[134340608]"
1320,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:05:58.852 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:6"
1321,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:58.852', 'P0000009826', 'T0000000000000011', 'used_space[134340608],', 'f']","2025-04-30 00:05:58.852 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134340608], free_space[21340487680]..."
1322,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:59.125', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:05:59.125 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1323,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:59.125', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:05:59.125 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1324,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:05:59.248', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:05:59.248 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 14"
1325,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272899033), ckpt_fil(0), ckpt_off(3323070464), cur_lsn(2740272963007), l_next_seq(35891292861), g_next_seq(35789970526), cur_free(3405465600), total_space(21474828288), used_space(82395136), free_space(21392433152), n_ep(2)","['2025-04-30 00:05:59.248', 'P0000009826', 'T0000000000000011']","2025-04-30 00:05:59.248 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272899033), ckpt_fil(0), ckpt_off(3323070464), cur_lsn(2740272963007), l_next_seq(35891292861), g_next_seq(35789970526), cur_free(3405465600), total_space(21474828288), used_space(82395136), free_space(21392433152), n_ep(2)"
1326,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:59.248', 'P0000009826', 'T0000000000000011', '1059', 'used_space[82395136],', 'f']","2025-04-30 00:05:59.248 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 1059 pages flushed, used_space[82395136], free_space[21392433152]."
1327,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:59.566', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340497408],', 's']","2025-04-30 00:05:59.566 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340497408], used space[134330880]"
1328,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:05:59.566 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:10"
1329,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:59.566', 'P0000009826', 'T0000000000000011', 'used_space[134330880],', 'f']","2025-04-30 00:05:59.566 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134330880], free_space[21340497408]..."
1330,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:59.758', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:05:59.758 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1331,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:05:59.758', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:05:59.758 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1332,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:05:59.838', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:05:59.838 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 16"
1333,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272962456), ckpt_fil(0), ckpt_off(3392549376), cur_lsn(2740272999377), l_next_seq(35891292941), g_next_seq(35789970606), cur_free(3457406464), total_space(21474828288), used_space(64857088), free_space(21409971200), n_ep(2)","['2025-04-30 00:05:59.838', 'P0000009826', 'T0000000000000011']","2025-04-30 00:05:59.838 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272962456), ckpt_fil(0), ckpt_off(3392549376), cur_lsn(2740272999377), l_next_seq(35891292941), g_next_seq(35789970606), cur_free(3457406464), total_space(21474828288), used_space(64857088), free_space(21409971200), n_ep(2)"
1334,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:05:59.838', 'P0000009826', 'T0000000000000011', '852', 'used_space[64862208],', 'f']","2025-04-30 00:05:59.838 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 852 pages flushed, used_space[64862208], free_space[21409966080]."
1335,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:05:59.838', 'P0000009826', 'T0000000000000011334', 'CKPT2_FLUSH_THREAD,', 'space[21409966080],', 's']","2025-04-30 00:05:59.838 [INFO] database P0000009826 T0000000000000011334  checkpoint requested by CKPT2_FLUSH_THREAD, rlog free space[21409966080], used space[64862208]"
1336,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:05:59.839', 'P0000009826', 'T0000000000000011', 'used_space[64862208],', 'f']","2025-04-30 00:05:59.839 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[64862208], free_space[21409966080]..."
1337,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:06:00.126', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:06:00.126 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
1338,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:06:00.127', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:06:00.127 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
1339,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:06:00.327', 'P0000009826', 'T0000000000000011334', '160,', '4']","2025-04-30 00:06:00.327 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 4"
1340,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740272991412), ckpt_fil(0), ckpt_off(3437787648), cur_lsn(2740273060333), l_next_seq(35891293058), g_next_seq(35789970723), cur_free(3507604480), total_space(21474828288), used_space(89062400), free_space(21385765888), n_ep(2)","['2025-04-30 00:06:00.327', 'P0000009826', 'T0000000000000011']","2025-04-30 00:06:00.327 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740272991412), ckpt_fil(0), ckpt_off(3437787648), cur_lsn(2740273060333), l_next_seq(35891293058), g_next_seq(35789970723), cur_free(3507604480), total_space(21474828288), used_space(89062400), free_space(21385765888), n_ep(2)"
1341,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:06:00.327', 'P0000009826', 'T0000000000000011', '734', 'used_space[89062400],', 'f']","2025-04-30 00:06:00.327 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 734 pages flushed, used_space[89062400], free_space[21385765888]."
1342,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:06:00.677', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340550144],', 's']","2025-04-30 00:06:00.677 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340550144], used space[134278144]"
1343,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:06:00.678 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:28"
1344,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:06:00.678', 'P0000009826', 'T0000000000000011', 'used_space[134278144],', 'f']","2025-04-30 00:06:00.678 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134278144], free_space[21340550144]..."
1345,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:06:01.095', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:06:01.095 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
